,room_type,price,host_is_superhost,host_acceptance_rate,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
6444,Entire home/apt,900.0,0.0,100.0,2.0,4.88,1.0,1.0,Entire rental unit
6445,Entire home/apt,1199.0,0.0,100.0,1.0,4.28,1.0,0.0,Entire condo
6446,Entire home/apt,1200.0,1.0,96.0,2.0,4.94,1.0,0.0,Entire rental unit
6448,Entire home/apt,1057.0,0.0,100.0,1.0,4.74,1.0,1.0,Entire rental unit
6451,Entire home/apt,700.0,0.0,78.0,1.0,4.94,1.0,0.0,Entire rental unit
6452,Entire home/apt,1500.0,0.0,88.0,1.0,4.9,1.0,0.0,Entire condo
6454,Entire home/apt,6066.0,0.0,100.0,2.5,4.94,1.0,0.0,Entire rental unit
6455,Entire home/apt,1990.0,0.0,97.0,1.0,4.0,1.0,0.0,Entire rental unit
6457,Entire home/apt,1500.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire rental unit
6458,Entire home/apt,1624.0,1.0,100.0,1.0,4.94,1.0,0.0,Entire rental unit
6460,Entire home/apt,1100.0,0.0,100.0,1.0,4.88,1.0,1.0,Entire loft
6461,Entire home/apt,807.0,1.0,90.0,1.0,4.91,1.0,0.0,Entire rental unit
6462,Entire home/apt,323.0,1.0,100.0,1.0,4.84,1.0,1.0,Entire rental unit
6465,Entire home/apt,1114.0,1.0,99.0,1.0,4.89,1.0,1.0,Entire rental unit
6466,Entire home/apt,959.0,1.0,100.0,1.0,4.63,1.0,0.0,Entire rental unit
6467,Entire home/apt,1621.0,0.0,100.0,2.0,4.75,1.0,0.0,Entire rental unit
6468,Entire home/apt,1480.0,1.0,100.0,2.0,4.87,1.0,1.0,Entire rental unit
6469,Entire home/apt,1114.0,0.0,98.0,2.0,4.72,1.0,0.0,Entire rental unit
6470,Entire home/apt,1817.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire rental unit
6472,Entire home/apt,553.0,1.0,100.0,1.0,4.8,1.0,0.0,Entire rental unit
6480,Entire home/apt,2103.0,0.0,93.0,1.0,4.25,1.0,1.0,Entire condo
6482,Entire home/apt,731.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire rental unit
6483,Entire home/apt,600.0,0.0,40.0,1.0,4.25,1.0,0.0,Entire condo
6488,Entire home/apt,3000.0,0.0,99.0,2.0,4.8,1.0,0.0,Entire condo
6491,Entire home/apt,996.0,1.0,100.0,1.0,4.92,1.0,1.0,Entire rental unit
6492,Entire home/apt,1370.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
6493,Entire home/apt,1029.0,1.0,99.0,1.0,4.86,1.0,0.0,Entire rental unit
6494,Entire home/apt,850.0,0.0,40.0,2.0,4.67,1.0,0.0,Entire rental unit
6498,Entire home/apt,850.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire rental unit
6499,Entire home/apt,600.0,0.0,40.0,1.0,4.0,1.0,0.0,Entire condo
6500,Entire home/apt,1100.0,0.0,100.0,1.0,4.61,1.0,1.0,Entire rental unit
6501,Entire home/apt,1114.0,1.0,100.0,1.0,4.65,1.0,0.0,Entire rental unit
6502,Entire home/apt,1114.0,0.0,100.0,1.0,3.96,1.0,0.0,Entire guest suite
6503,Entire home/apt,1986.0,1.0,99.0,2.0,4.91,1.0,1.0,Entire condo
6504,Entire home/apt,1389.0,1.0,96.0,2.0,4.94,1.0,0.0,Entire condo
6507,Entire home/apt,4000.0,0.0,0.0,3.0,4.8,1.0,0.0,Entire rental unit
6509,Entire home/apt,1500.0,0.0,0.0,2.0,5.0,1.0,0.0,Entire condo
6513,Entire home/apt,410.0,1.0,99.0,1.0,4.77,1.0,0.0,Entire rental unit
6518,Entire home/apt,1406.0,1.0,100.0,1.0,4.78,1.0,0.0,Entire rental unit
6519,Entire home/apt,3500.0,0.0,99.0,1.0,4.86,1.0,0.0,Entire rental unit
6520,Entire home/apt,17467.0,0.0,67.0,4.5,4.78,1.0,0.0,Entire home
6524,Entire home/apt,1114.0,0.0,75.0,6.0,4.45,1.0,1.0,Entire home
6525,Entire home/apt,972.0,0.0,100.0,1.0,4.81,1.0,0.0,Entire condo
6527,Entire home/apt,800.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire rental unit
6530,Entire home/apt,914.0,0.0,100.0,1.0,4.82,1.0,0.0,Entire rental unit
6531,Entire home/apt,800.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire rental unit
6532,Entire home/apt,1147.0,1.0,100.0,1.0,4.88,1.0,0.0,Entire rental unit
6533,Entire home/apt,1114.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire rental unit
6534,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,1.0,Entire rental unit
6535,Entire home/apt,2066.0,0.0,99.0,2.0,4.87,1.0,0.0,Entire condo
6537,Entire home/apt,1085.0,0.0,88.0,1.5,4.63,1.0,0.0,Entire loft
6540,Entire home/apt,1114.0,0.0,99.0,1.5,4.38,1.0,0.0,Entire rental unit
6541,Entire home/apt,1114.0,0.0,99.0,1.5,5.0,1.0,0.0,Entire rental unit
6542,Entire home/apt,1169.0,1.0,100.0,1.0,4.56,1.0,1.0,Entire rental unit
6543,Entire home/apt,1645.0,0.0,50.0,2.0,4.67,1.0,0.0,Entire condo
6545,Entire home/apt,1114.0,1.0,100.0,1.0,4.56,1.0,0.0,Entire rental unit
6546,Entire home/apt,1114.0,0.0,0.0,1.0,4.95,1.0,0.0,Entire condo
6547,Entire home/apt,807.0,0.0,100.0,1.0,4.87,1.0,1.0,Entire loft
6549,Entire home/apt,1114.0,0.0,100.0,1.0,4.92,1.0,1.0,Entire condo
6551,Entire home/apt,1100.0,1.0,92.0,1.0,4.79,1.0,0.0,Entire rental unit
6552,Entire home/apt,1314.0,0.0,100.0,1.0,4.89,1.0,0.0,Entire rental unit
6553,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire condo
6554,Entire home/apt,853.0,0.0,100.0,1.5,4.88,1.0,1.0,Entire loft
6555,Entire home/apt,990.0,1.0,100.0,2.0,4.76,1.0,1.0,Entire rental unit
6557,Entire home/apt,2221.0,0.0,100.0,1.0,4.88,1.0,1.0,Entire condo
6558,Entire home/apt,764.0,0.0,100.0,1.0,4.78,1.0,1.0,Entire condo
6559,Entire home/apt,1139.0,0.0,100.0,2.0,4.82,1.0,1.0,Entire condo
6560,Entire home/apt,1203.0,0.0,100.0,2.0,4.83,1.0,1.0,Entire condo
6561,Entire home/apt,1136.0,0.0,100.0,1.0,4.87,1.0,1.0,Entire condo
6562,Entire home/apt,550.0,0.0,100.0,1.0,4.77,1.0,1.0,Entire condo
6563,Entire home/apt,1693.0,1.0,100.0,2.0,4.68,1.0,1.0,Entire condo
6564,Entire home/apt,1114.0,1.0,71.0,2.0,4.8,1.0,0.0,Entire guest suite
6566,Entire home/apt,1017.0,1.0,100.0,1.0,4.81,1.0,1.0,Entire rental unit
6567,Entire home/apt,811.0,0.0,100.0,1.0,4.85,1.0,1.0,Entire loft
6568,Entire home/apt,819.0,0.0,100.0,1.0,4.81,1.0,1.0,Entire loft
6569,Entire home/apt,883.0,0.0,100.0,1.0,4.82,1.0,1.0,Entire loft
6570,Entire home/apt,866.0,0.0,100.0,1.0,4.87,1.0,1.0,Entire loft
6571,Entire home/apt,824.0,0.0,100.0,1.0,4.83,1.0,1.0,Entire loft
6574,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire rental unit
6576,Entire home/apt,850.0,1.0,100.0,1.0,4.68,1.0,1.0,Entire loft
6577,Entire home/apt,1114.0,0.0,100.0,1.0,4.8,0.0,0.0,Entire rental unit
6579,Entire home/apt,977.0,0.0,100.0,1.0,4.71,1.0,0.0,Entire rental unit
6580,Entire home/apt,395.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6581,Entire home/apt,1114.0,0.0,99.0,1.0,4.25,0.0,0.0,Entire rental unit
6582,Entire home/apt,883.0,0.0,62.0,1.0,4.66,1.0,0.0,Entire rental unit
6586,Entire home/apt,7200.0,0.0,98.0,5.5,4.5,1.0,0.0,Entire home
6587,Entire home/apt,600.0,0.0,100.0,1.0,4.78,1.0,1.0,Entire condo
6588,Entire home/apt,796.0,0.0,100.0,1.0,4.81,1.0,1.0,Entire condo
6589,Entire home/apt,1149.0,0.0,100.0,1.0,4.76,1.0,1.0,Entire condo
6590,Entire home/apt,1101.0,0.0,100.0,1.0,4.81,1.0,1.0,Entire condo
6591,Entire home/apt,1114.0,0.0,100.0,1.0,1.0,1.0,1.0,Entire rental unit
6593,Entire home/apt,1114.0,0.0,100.0,1.0,4.75,1.0,1.0,Entire rental unit
6595,Entire home/apt,8200.0,0.0,98.0,5.5,4.71,1.0,1.0,Entire home
6597,Entire home/apt,750.0,1.0,100.0,1.0,4.91,1.0,0.0,Entire loft
6600,Entire home/apt,10000.0,1.0,95.0,2.0,4.87,1.0,0.0,Entire condo
6601,Entire home/apt,564.0,1.0,100.0,1.0,4.94,1.0,0.0,Entire rental unit
6602,Entire home/apt,983.0,0.0,100.0,1.0,4.68,1.0,1.0,Entire loft
6604,Entire home/apt,1200.0,0.0,100.0,1.0,4.5,1.0,0.0,Entire rental unit
6605,Entire home/apt,500.0,1.0,46.0,1.0,5.0,1.0,0.0,Entire loft
6607,Entire home/apt,30332.0,0.0,100.0,1.0,3.0,1.0,0.0,Entire rental unit
6608,Entire home/apt,1142.0,0.0,100.0,2.0,4.17,1.0,1.0,Entire cabin
6611,Entire home/apt,650.0,0.0,98.0,1.0,4.85,1.0,1.0,Entire rental unit
6612,Entire home/apt,30332.0,0.0,100.0,1.0,4.8,1.0,1.0,Entire rental unit
6613,Entire home/apt,4800.0,0.0,100.0,2.0,4.64,1.0,1.0,Entire rental unit
6614,Entire home/apt,1112.0,0.0,100.0,1.0,4.84,1.0,0.0,Entire rental unit
6615,Entire home/apt,650.0,0.0,91.0,1.0,4.61,1.0,0.0,Entire rental unit
6616,Entire home/apt,3036.0,1.0,91.0,2.0,5.0,1.0,0.0,Entire home
6617,Entire home/apt,852.0,0.0,100.0,1.0,4.81,1.0,1.0,Entire condo
6618,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire loft
6619,Entire home/apt,1180.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire loft
6622,Entire home/apt,829.0,0.0,100.0,1.0,4.66,1.0,1.0,Entire condo
6623,Entire home/apt,1114.0,0.0,98.0,1.0,4.14,1.0,1.0,Entire rental unit
6626,Entire home/apt,1840.0,0.0,91.0,1.0,4.74,1.0,1.0,Entire rental unit
6630,Entire home/apt,1114.0,0.0,99.0,2.5,4.8,1.0,0.0,Entire rental unit
6631,Entire home/apt,1114.0,0.0,99.0,2.5,4.86,0.0,0.0,Entire rental unit
6632,Entire home/apt,1114.0,0.0,99.0,2.5,5.0,0.0,0.0,Entire rental unit
6634,Entire home/apt,1439.0,1.0,99.0,1.0,4.85,1.0,1.0,Entire rental unit
6637,Entire home/apt,3443.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire condo
6641,Entire home/apt,950.0,0.0,99.0,1.0,4.92,1.0,0.0,Entire rental unit
6642,Entire home/apt,1203.0,1.0,98.0,1.0,4.75,1.0,1.0,Entire rental unit
6643,Entire home/apt,1114.0,1.0,100.0,1.0,4.77,1.0,0.0,Entire rental unit
6645,Entire home/apt,604.0,1.0,100.0,1.0,4.95,1.0,0.0,Entire condo
6646,Entire home/apt,960.0,1.0,100.0,1.0,4.97,1.0,0.0,Entire rental unit
6647,Entire home/apt,1324.0,0.0,100.0,1.0,4.58,1.0,1.0,Entire rental unit
6648,Entire home/apt,10000.0,0.0,99.0,2.0,4.63,1.0,0.0,Entire rental unit
6649,Entire home/apt,922.0,0.0,100.0,2.0,4.56,1.0,0.0,Entire condo
6651,Entire home/apt,485.0,0.0,99.0,1.0,4.6,1.0,0.0,Entire rental unit
6653,Entire home/apt,1114.0,0.0,99.0,1.0,4.67,1.0,0.0,Entire rental unit
6655,Entire home/apt,2629.0,1.0,100.0,2.0,4.91,1.0,1.0,Entire condo
6656,Entire home/apt,1231.0,1.0,98.0,1.0,4.85,1.0,1.0,Entire rental unit
6657,Entire home/apt,1114.0,0.0,99.0,1.0,4.47,1.0,0.0,Entire rental unit
6659,Entire home/apt,2730.0,1.0,100.0,2.0,4.72,1.0,1.0,Entire condo
6660,Entire home/apt,1114.0,0.0,99.0,2.0,4.71,1.0,0.0,Entire rental unit
6661,Entire home/apt,1772.0,1.0,100.0,1.0,4.85,1.0,1.0,Entire rental unit
6663,Entire home/apt,2762.0,0.0,99.0,2.5,4.76,1.0,0.0,Entire rental unit
6666,Entire home/apt,809.0,0.0,100.0,1.0,4.72,0.0,0.0,Entire condo
6667,Entire home/apt,1144.0,1.0,80.0,2.0,4.73,1.0,0.0,Entire rental unit
6668,Entire home/apt,1114.0,1.0,100.0,2.0,4.91,1.0,0.0,Entire rental unit
6669,Entire home/apt,2450.0,0.0,41.0,2.0,3.6,1.0,0.0,Entire rental unit
6670,Entire home/apt,1114.0,0.0,99.0,2.0,4.73,1.0,0.0,Entire rental unit
6671,Entire home/apt,2170.0,0.0,99.0,3.0,4.87,1.0,0.0,Entire rental unit
6673,Entire home/apt,1114.0,0.0,36.0,3.0,3.6,1.0,0.0,Entire rental unit
6677,Entire home/apt,922.0,0.0,99.0,2.0,4.61,1.0,0.0,Entire condo
6678,Entire home/apt,1000.0,0.0,99.0,2.0,4.83,1.0,0.0,Entire rental unit
6681,Entire home/apt,650.0,0.0,99.0,1.0,4.93,1.0,0.0,Entire rental unit
6683,Entire home/apt,299.0,0.0,66.0,1.0,4.71,1.0,0.0,Entire condo
6684,Entire home/apt,620.0,0.0,66.0,1.0,4.5,1.0,0.0,Entire condo
6689,Entire home/apt,1056.0,0.0,100.0,1.0,4.59,1.0,1.0,Entire condo
6690,Entire home/apt,1236.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire rental unit
6692,Entire home/apt,857.0,1.0,99.0,1.0,4.92,1.0,0.0,Entire rental unit
6693,Entire home/apt,1114.0,0.0,89.0,1.0,4.98,1.0,0.0,Entire rental unit
6696,Entire home/apt,2050.0,0.0,100.0,1.0,4.29,1.0,0.0,Entire condo
6697,Entire home/apt,1309.0,0.0,100.0,1.0,4.71,1.0,1.0,Entire condo
6698,Entire home/apt,607.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6699,Entire home/apt,980.0,0.0,44.0,1.0,5.0,1.0,0.0,Entire rental unit
6703,Entire home/apt,9410.0,1.0,99.0,3.5,4.86,1.0,0.0,Entire rental unit
6704,Entire home/apt,987.0,1.0,99.0,1.0,4.97,1.0,0.0,Entire rental unit
6705,Entire home/apt,971.0,0.0,99.0,2.0,4.5,1.0,0.0,Entire rental unit
6706,Entire home/apt,1429.0,1.0,96.0,1.0,4.95,1.0,0.0,Entire serviced apartment
6708,Entire home/apt,1150.0,0.0,92.0,1.0,4.96,1.0,0.0,Entire rental unit
6709,Entire home/apt,1114.0,1.0,99.0,1.0,4.92,1.0,0.0,Entire rental unit
6710,Entire home/apt,780.0,0.0,80.0,1.0,4.43,1.0,1.0,Entire loft
6712,Entire home/apt,790.0,1.0,91.0,1.0,4.7,1.0,0.0,Entire guesthouse
6713,Entire home/apt,499.0,0.0,66.0,1.0,4.75,1.0,0.0,Entire condo
6714,Entire home/apt,290.0,0.0,66.0,1.0,4.86,1.0,0.0,Entire condo
6715,Entire home/apt,1200.0,0.0,100.0,2.0,4.86,1.0,0.0,Entire condo
6717,Entire home/apt,3345.0,1.0,98.0,2.5,4.82,1.0,0.0,Entire rental unit
6719,Entire home/apt,2311.0,0.0,99.0,2.5,4.84,1.0,0.0,Entire rental unit
6721,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire home
6722,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire rental unit
6723,Entire home/apt,831.0,0.0,100.0,1.0,4.65,1.0,0.0,Entire condo
6724,Entire home/apt,982.0,0.0,99.0,1.0,4.66,1.0,1.0,Entire rental unit
6725,Entire home/apt,1500.0,0.0,98.0,1.0,4.7,1.0,1.0,Entire serviced apartment
6727,Entire home/apt,1200.0,0.0,98.0,1.0,4.83,1.0,0.0,Room in aparthotel
6728,Entire home/apt,1420.0,0.0,98.0,1.0,5.0,1.0,0.0,Entire serviced apartment
6729,Entire home/apt,655.0,1.0,99.0,1.0,4.71,1.0,1.0,Entire home
6730,Entire home/apt,2500.0,1.0,100.0,2.0,4.95,1.0,0.0,Entire rental unit
6732,Entire home/apt,2164.0,1.0,84.0,1.5,4.95,1.0,0.0,Entire rental unit
6733,Entire home/apt,1114.0,0.0,99.0,1.5,4.8,0.0,0.0,Casa particular
6739,Entire home/apt,925.0,1.0,99.0,1.0,4.96,1.0,0.0,Entire rental unit
6742,Entire home/apt,6415.0,0.0,100.0,3.0,4.65,1.0,1.0,Entire home
6743,Entire home/apt,500.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6744,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire condo
6746,Entire home/apt,700.0,1.0,100.0,1.0,4.64,1.0,0.0,Entire loft
6747,Entire home/apt,699.0,0.0,95.0,1.0,5.0,1.0,0.0,Entire rental unit
6748,Entire home/apt,3023.0,1.0,100.0,2.0,4.84,1.0,1.0,Entire rental unit
6755,Entire home/apt,1800.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire condo
6757,Entire home/apt,571.0,1.0,98.0,1.5,4.85,1.0,0.0,Entire rental unit
6758,Entire home/apt,870.0,0.0,37.0,4.0,4.84,1.0,0.0,Entire rental unit
6759,Entire home/apt,500.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire guest suite
6760,Entire home/apt,1000.0,0.0,100.0,1.0,4.72,1.0,0.0,Entire rental unit
6761,Entire home/apt,1114.0,0.0,100.0,1.0,4.9,1.0,0.0,Entire condo
6763,Entire home/apt,673.0,0.0,100.0,1.0,4.57,1.0,1.0,Entire condo
6765,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Entire rental unit
6766,Entire home/apt,2400.0,1.0,100.0,2.0,4.94,1.0,0.0,Entire rental unit
6767,Entire home/apt,700.0,1.0,100.0,1.0,4.78,1.0,0.0,Entire rental unit
6768,Entire home/apt,990.0,0.0,100.0,2.5,4.8,1.0,1.0,Holiday park
6770,Entire home/apt,757.0,0.0,100.0,1.0,4.48,1.0,1.0,Entire rental unit
6772,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire rental unit
6775,Entire home/apt,650.0,0.0,100.0,1.0,4.41,1.0,1.0,Entire rental unit
6777,Entire home/apt,1413.0,0.0,50.0,2.0,4.9,1.0,0.0,Entire rental unit
6778,Entire home/apt,650.0,0.0,50.0,1.0,4.8,1.0,0.0,Entire rental unit
6779,Entire home/apt,1300.0,1.0,100.0,2.0,4.56,1.0,1.0,Entire rental unit
6780,Entire home/apt,700.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire condo
6781,Entire home/apt,1150.0,0.0,100.0,1.0,4.72,1.0,1.0,Entire rental unit
6783,Entire home/apt,2900.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6784,Entire home/apt,5000.0,0.0,100.0,2.5,4.88,1.0,0.0,Entire condo
6786,Entire home/apt,586.0,0.0,100.0,1.0,4.54,1.0,1.0,Entire guest suite
6789,Entire home/apt,810.0,0.0,91.0,2.0,4.55,1.0,0.0,Entire rental unit
6790,Entire home/apt,450.0,0.0,88.0,1.0,4.72,1.0,1.0,Entire guesthouse
6791,Entire home/apt,951.0,0.0,100.0,1.0,4.92,1.0,0.0,Entire rental unit
6792,Entire home/apt,1066.0,0.0,96.0,1.0,4.48,1.0,1.0,Entire rental unit
6793,Entire home/apt,1114.0,0.0,100.0,1.0,4.64,1.0,0.0,Entire home
6794,Entire home/apt,2632.0,1.0,99.0,3.0,4.74,1.0,0.0,Entire rental unit
6795,Entire home/apt,1336.0,0.0,92.0,1.0,4.94,1.0,0.0,Entire condo
6796,Entire home/apt,1200.0,0.0,92.0,1.0,4.33,1.0,0.0,Entire rental unit
6797,Entire home/apt,1200.0,0.0,92.0,1.0,4.91,1.0,1.0,Entire rental unit
6799,Entire home/apt,1200.0,0.0,92.0,1.0,4.88,1.0,0.0,Entire rental unit
6800,Entire home/apt,1001.0,0.0,100.0,1.0,4.72,1.0,0.0,Entire rental unit
6803,Entire home/apt,1114.0,1.0,100.0,1.5,4.87,1.0,1.0,Entire rental unit
6805,Entire home/apt,971.0,1.0,98.0,1.0,4.84,1.0,0.0,Entire condo
6811,Entire home/apt,825.0,1.0,100.0,1.0,4.86,1.0,0.0,Entire rental unit
6813,Entire home/apt,1540.0,0.0,100.0,1.0,4.69,1.0,0.0,Casa particular
6817,Entire home/apt,1099.0,0.0,100.0,1.0,4.89,1.0,1.0,Entire rental unit
6818,Entire home/apt,1114.0,0.0,99.0,1.0,4.5,1.0,1.0,Entire rental unit
6819,Entire home/apt,836.0,0.0,100.0,1.0,4.86,1.0,0.0,Entire condo
6823,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Entire rental unit
6826,Entire home/apt,780.0,1.0,70.0,1.0,4.82,1.0,0.0,Entire loft
6827,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Entire rental unit
6835,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Entire home
6836,Entire home/apt,2744.0,1.0,98.0,1.5,4.88,1.0,0.0,Entire rental unit
6837,Entire home/apt,1820.0,1.0,97.0,1.0,4.88,1.0,0.0,Entire rental unit
6840,Entire home/apt,942.0,0.0,100.0,2.0,4.75,1.0,1.0,Entire condo
6845,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire rental unit
6846,Entire home/apt,6185.0,1.0,99.0,2.0,4.91,1.0,1.0,Entire loft
6848,Entire home/apt,3500.0,0.0,100.0,2.5,4.91,1.0,0.0,Entire rental unit
6849,Entire home/apt,1200.0,0.0,86.0,1.0,4.78,1.0,0.0,Entire rental unit
6852,Entire home/apt,596.0,0.0,100.0,1.0,4.8,1.0,1.0,Entire condo
6854,Entire home/apt,1000.0,1.0,88.0,1.0,4.87,1.0,0.0,Entire rental unit
6855,Entire home/apt,1154.0,1.0,98.0,1.0,4.94,1.0,1.0,Entire condo
6857,Entire home/apt,933.0,0.0,100.0,1.0,4.64,1.0,0.0,Entire rental unit
6859,Entire home/apt,2000.0,1.0,74.0,3.5,4.91,1.0,0.0,Entire rental unit
6860,Entire home/apt,3175.0,0.0,100.0,2.0,4.86,1.0,1.0,Entire condo
6861,Entire home/apt,900.0,0.0,100.0,1.0,4.75,1.0,1.0,Entire rental unit
6862,Entire home/apt,814.0,1.0,100.0,1.0,4.83,1.0,1.0,Entire condo
6864,Entire home/apt,1097.0,1.0,99.0,1.0,4.82,1.0,1.0,Entire loft
6865,Entire home/apt,351.0,0.0,97.0,1.0,4.85,1.0,0.0,Entire rental unit
6866,Entire home/apt,1114.0,1.0,99.0,1.0,4.49,1.0,0.0,Entire home
6867,Entire home/apt,665.0,1.0,100.0,1.0,4.8,1.0,1.0,Entire rental unit
6868,Entire home/apt,405.0,0.0,66.0,1.0,4.55,1.0,0.0,Entire condo
6869,Entire home/apt,207.0,0.0,66.0,1.0,5.0,1.0,0.0,Entire condo
6870,Entire home/apt,215.0,0.0,66.0,1.0,4.0,1.0,0.0,Entire condo
6871,Entire home/apt,200.0,0.0,66.0,1.0,4.25,1.0,0.0,Entire condo
6872,Entire home/apt,2375.0,1.0,100.0,1.0,4.9,1.0,0.0,Entire home
6873,Entire home/apt,995.0,1.0,100.0,2.0,4.81,1.0,1.0,Entire rental unit
6874,Entire home/apt,1188.0,1.0,98.0,1.0,4.94,1.0,1.0,Entire rental unit
6875,Entire home/apt,4250.0,0.0,100.0,2.0,4.8,1.0,0.0,Entire condo
6877,Entire home/apt,900.0,1.0,100.0,1.0,4.83,1.0,0.0,Entire guest suite
6878,Entire home/apt,900.0,1.0,100.0,1.0,4.85,1.0,0.0,Entire guest suite
6879,Entire home/apt,1200.0,1.0,100.0,1.0,4.82,1.0,0.0,Entire guest suite
6880,Entire home/apt,1618.0,0.0,99.0,1.0,4.76,1.0,1.0,Entire rental unit
6883,Entire home/apt,1000.0,1.0,97.0,1.5,4.8,1.0,0.0,Entire rental unit
6889,Entire home/apt,1395.0,0.0,0.0,2.0,5.0,1.0,0.0,Entire rental unit
6890,Entire home/apt,1900.0,0.0,100.0,2.5,4.78,1.0,1.0,Entire rental unit
6892,Entire home/apt,680.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire condo
6893,Entire home/apt,1120.0,0.0,0.0,2.0,4.8,1.0,0.0,Entire rental unit
6895,Entire home/apt,3830.0,1.0,100.0,2.0,4.96,1.0,0.0,Entire condo
6896,Entire home/apt,410.0,0.0,0.0,1.0,4.5,1.0,0.0,Entire rental unit
6897,Entire home/apt,748.0,0.0,99.0,1.0,4.65,1.0,0.0,Entire rental unit
6898,Entire home/apt,1114.0,1.0,100.0,1.0,4.96,1.0,1.0,Entire serviced apartment
6900,Entire home/apt,1460.0,0.0,99.0,2.0,5.0,1.0,0.0,Entire rental unit
6901,Entire home/apt,6586.0,0.0,100.0,4.0,4.63,1.0,1.0,Entire home
6903,Entire home/apt,900.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6909,Entire home/apt,800.0,0.0,100.0,1.0,4.7,1.0,0.0,Entire loft
6916,Entire home/apt,1150.0,0.0,63.0,1.5,4.8,1.0,0.0,Entire rental unit
6917,Entire home/apt,354.0,0.0,97.0,1.0,4.28,1.0,0.0,Entire rental unit
6921,Entire home/apt,1600.0,1.0,100.0,2.0,5.0,1.0,1.0,Entire rental unit
6923,Entire home/apt,943.0,1.0,98.0,1.0,4.84,1.0,1.0,Entire condo
6929,Entire home/apt,1500.0,1.0,96.0,1.0,4.75,1.0,0.0,Entire condo
6934,Entire home/apt,999.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire rental unit
6935,Entire home/apt,2190.0,0.0,100.0,2.0,4.8,1.0,0.0,Entire rental unit
6939,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire rental unit
6942,Entire home/apt,460.0,0.0,71.0,1.0,4.9,1.0,0.0,Entire guesthouse
6943,Entire home/apt,2350.0,0.0,41.0,2.0,4.67,1.0,0.0,Entire rental unit
6944,Entire home/apt,1596.0,0.0,100.0,2.0,4.74,1.0,1.0,Entire rental unit
6945,Entire home/apt,759.0,0.0,100.0,1.0,4.58,1.0,1.0,Entire guest suite
6946,Entire home/apt,1595.0,1.0,91.0,3.0,4.79,1.0,0.0,Entire rental unit
6947,Entire home/apt,1114.0,0.0,100.0,2.0,4.91,1.0,0.0,Entire rental unit
6949,Entire home/apt,4408.0,1.0,100.0,2.0,4.69,1.0,1.0,Entire rental unit
6950,Entire home/apt,1114.0,1.0,81.0,2.0,4.97,1.0,0.0,Entire rental unit
6953,Entire home/apt,21042.0,1.0,100.0,4.0,4.8,1.0,0.0,Entire rental unit
6956,Entire home/apt,610.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire guest suite
6958,Entire home/apt,1713.0,1.0,92.0,1.5,4.93,1.0,0.0,Entire condo
6959,Entire home/apt,450.0,1.0,99.0,1.0,4.75,1.0,0.0,Entire rental unit
6961,Entire home/apt,747.0,0.0,99.0,1.0,4.75,1.0,0.0,Entire rental unit
6962,Entire home/apt,1361.0,1.0,98.0,1.0,4.94,1.0,1.0,Entire rental unit
6963,Entire home/apt,1114.0,0.0,92.0,1.0,4.8,1.0,0.0,Entire guest suite
