,room_type,price,host_is_superhost,host_acceptance_rate,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
10811,Entire home/apt,1114.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire condo
10812,Entire home/apt,4414.0,1.0,99.0,2.0,4.77,1.0,1.0,Entire rental unit
10813,Entire home/apt,4209.0,1.0,99.0,2.0,4.96,1.0,1.0,Entire rental unit
10814,Entire home/apt,1444.0,1.0,100.0,2.0,4.91,1.0,0.0,Entire condo
10815,Entire home/apt,1050.0,0.0,78.0,1.0,4.5,1.0,0.0,Entire serviced apartment
10816,Entire home/apt,650.0,0.0,94.0,1.0,4.6,1.0,0.0,Entire guest suite
10818,Entire home/apt,490.0,1.0,99.0,1.0,4.64,1.0,0.0,Entire rental unit
10819,Entire home/apt,600.0,0.0,0.0,1.0,4.0,1.0,0.0,Entire guesthouse
10821,Entire home/apt,3997.0,1.0,100.0,2.0,4.98,1.0,0.0,Entire rental unit
10822,Entire home/apt,737.0,0.0,100.0,1.0,4.82,1.0,1.0,Entire rental unit
10823,Entire home/apt,1114.0,1.0,99.0,1.0,4.71,1.0,1.0,Entire rental unit
10824,Entire home/apt,900.0,1.0,100.0,1.0,4.88,1.0,0.0,Entire loft
10825,Entire home/apt,1102.0,0.0,100.0,1.0,4.88,1.0,1.0,Entire loft
10826,Entire home/apt,2685.0,0.0,99.0,2.0,4.75,1.0,1.0,Entire rental unit
10828,Entire home/apt,1114.0,1.0,100.0,2.0,4.81,1.0,1.0,Entire loft
10829,Entire home/apt,1364.0,1.0,99.0,1.0,4.97,1.0,0.0,Entire loft
10830,Entire home/apt,4772.0,0.0,91.0,3.0,4.56,1.0,0.0,Entire rental unit
10831,Entire home/apt,1517.0,0.0,9.0,2.0,4.25,1.0,0.0,Entire condo
10832,Entire home/apt,803.0,0.0,100.0,1.0,4.83,1.0,1.0,Entire rental unit
10833,Entire home/apt,533.0,0.0,97.0,1.0,4.75,1.0,0.0,Entire condo
10834,Entire home/apt,732.0,0.0,100.0,1.0,4.8,1.0,1.0,Entire rental unit
10835,Entire home/apt,780.0,0.0,100.0,1.0,4.68,1.0,1.0,Entire rental unit
10836,Entire home/apt,771.0,0.0,100.0,1.0,4.78,1.0,1.0,Entire rental unit
10837,Entire home/apt,794.0,0.0,100.0,1.0,4.67,1.0,1.0,Entire rental unit
10838,Entire home/apt,998.0,0.0,100.0,1.0,4.76,1.0,0.0,Entire rental unit
10840,Entire home/apt,722.0,0.0,100.0,1.0,5.0,1.0,0.0,Entire condo
10841,Entire home/apt,1335.0,0.0,9.0,2.0,4.29,1.0,0.0,Entire rental unit
10842,Entire home/apt,580.0,0.0,100.0,1.0,4.65,1.0,0.0,Entire guest suite
10843,Entire home/apt,8000.0,1.0,100.0,3.5,4.92,1.0,1.0,Entire condo
10844,Entire home/apt,4044.0,1.0,100.0,1.0,4.88,1.0,1.0,Entire rental unit
10845,Entire home/apt,1114.0,0.0,99.0,1.0,4.8,1.0,0.0,Entire serviced apartment
10847,Entire home/apt,1299.0,1.0,97.0,2.0,4.97,1.0,0.0,Entire condo
10850,Entire home/apt,785.0,1.0,98.0,1.0,4.87,1.0,0.0,Entire rental unit
10851,Entire home/apt,1129.0,1.0,97.0,1.0,4.85,1.0,0.0,Entire loft
10852,Entire home/apt,575.0,0.0,98.0,1.0,4.69,1.0,0.0,Entire rental unit
10853,Entire home/apt,1643.0,0.0,97.0,1.0,5.0,1.0,0.0,Entire condo
10856,Entire home/apt,5800.0,0.0,92.0,4.5,4.6,1.0,0.0,Entire condo
10857,Entire home/apt,1371.0,0.0,98.0,2.0,4.65,1.0,1.0,Entire serviced apartment
10858,Entire home/apt,1188.0,1.0,98.0,1.0,4.87,1.0,0.0,Entire loft
10859,Entire home/apt,6000.0,0.0,99.0,1.0,4.69,1.0,0.0,Entire condo
10860,Entire home/apt,985.0,0.0,100.0,1.0,4.79,1.0,0.0,Entire loft
10862,Entire home/apt,869.0,0.0,99.0,1.0,4.76,1.0,0.0,Entire condo
10863,Entire home/apt,764.0,1.0,100.0,1.0,4.82,1.0,0.0,Entire loft
10864,Entire home/apt,1353.0,0.0,100.0,1.0,4.79,1.0,1.0,Entire rental unit
10865,Entire home/apt,1279.0,0.0,100.0,1.0,4.91,1.0,1.0,Entire rental unit
10866,Entire home/apt,574.0,1.0,100.0,1.0,4.75,1.0,0.0,Entire loft
10867,Entire home/apt,1200.0,1.0,100.0,2.0,4.87,1.0,0.0,Entire condo
10868,Entire home/apt,1250.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire loft
10869,Entire home/apt,2484.0,1.0,96.0,1.5,4.95,1.0,0.0,Entire serviced apartment
10870,Entire home/apt,5662.0,1.0,100.0,2.0,4.88,1.0,1.0,Entire condo
10871,Entire home/apt,5389.0,0.0,99.0,2.5,5.0,1.0,0.0,Entire condo
10872,Entire home/apt,910.0,0.0,100.0,1.0,3.63,1.0,0.0,Entire loft
10875,Entire home/apt,1600.0,0.0,71.0,1.5,4.42,1.0,0.0,Entire condo
10877,Entire home/apt,445.0,0.0,100.0,1.0,3.75,1.0,1.0,Entire loft
10878,Entire home/apt,4209.0,1.0,99.0,2.0,4.88,1.0,1.0,Entire rental unit
10879,Entire home/apt,1300.0,0.0,71.0,2.0,5.0,1.0,0.0,Entire condo
10882,Entire home/apt,1600.0,0.0,100.0,2.0,4.88,1.0,1.0,Entire rental unit
10883,Entire home/apt,4201.0,1.0,99.0,2.0,4.36,1.0,1.0,Entire rental unit
10886,Entire home/apt,400.0,0.0,100.0,1.0,4.92,1.0,1.0,Entire loft
10887,Entire home/apt,964.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire condo
10888,Entire home/apt,1288.0,1.0,100.0,1.0,4.99,1.0,0.0,Entire loft
10890,Entire home/apt,650.0,1.0,98.0,1.5,4.81,1.0,0.0,Entire condo
10891,Entire home/apt,900.0,0.0,99.0,1.0,4.82,1.0,1.0,Entire rental unit
10892,Entire home/apt,1114.0,0.0,88.0,1.0,4.97,1.0,0.0,Entire rental unit
10893,Entire home/apt,900.0,0.0,21.0,1.0,4.92,1.0,0.0,Entire condo
10895,Entire home/apt,1736.0,0.0,99.0,2.5,4.53,1.0,0.0,Entire condo
10896,Entire home/apt,1097.0,1.0,65.0,1.0,5.0,1.0,0.0,Entire serviced apartment
10897,Entire home/apt,1000.0,1.0,100.0,1.0,4.82,1.0,1.0,Entire condo
10899,Entire home/apt,1114.0,0.0,99.0,1.0,4.5,1.0,0.0,Entire serviced apartment
10900,Entire home/apt,2486.0,1.0,100.0,2.0,4.93,1.0,1.0,Entire condo
10901,Entire home/apt,700.0,0.0,80.0,2.0,5.0,1.0,0.0,Entire condo
10903,Entire home/apt,1700.0,0.0,100.0,3.0,4.8,1.0,0.0,Entire home
10904,Entire home/apt,1892.0,1.0,99.0,2.0,4.89,1.0,1.0,Entire condo
10905,Entire home/apt,990.0,1.0,100.0,1.0,4.96,1.0,1.0,Entire condo
10906,Entire home/apt,1900.0,0.0,99.0,3.0,5.0,1.0,0.0,Entire condo
10907,Entire home/apt,1100.0,0.0,99.0,2.0,4.76,1.0,0.0,Entire rental unit
10908,Entire home/apt,850.0,0.0,83.0,1.0,4.92,1.0,0.0,Entire rental unit
10909,Entire home/apt,1600.0,0.0,0.0,1.0,5.0,1.0,0.0,Entire condo
10910,Entire home/apt,1407.0,1.0,99.0,1.5,4.88,1.0,0.0,Entire condo
10911,Entire home/apt,1200.0,1.0,99.0,2.0,4.88,1.0,1.0,Entire condo
10912,Entire home/apt,690.0,0.0,0.0,1.0,4.43,1.0,0.0,Entire serviced apartment
10913,Entire home/apt,1114.0,1.0,100.0,1.0,4.73,1.0,1.0,Entire condo
10916,Entire home/apt,1500.0,0.0,40.0,1.5,5.0,1.0,0.0,Entire rental unit
10917,Entire home/apt,4454.0,0.0,99.0,3.0,4.87,1.0,0.0,Entire home
10919,Entire home/apt,1423.0,0.0,100.0,2.5,4.87,1.0,1.0,Entire home
10920,Entire home/apt,1114.0,0.0,67.0,2.5,4.8,1.0,1.0,Entire condo
10922,Entire home/apt,2750.0,0.0,100.0,2.5,4.76,1.0,1.0,Entire serviced apartment
10923,Entire home/apt,970.0,0.0,100.0,1.0,4.98,1.0,0.0,Entire condo
10924,Entire home/apt,1114.0,1.0,100.0,1.0,4.87,1.0,0.0,Entire rental unit
10925,Entire home/apt,1114.0,0.0,67.0,1.0,5.0,1.0,0.0,Entire condo
10926,Entire home/apt,1029.0,1.0,100.0,1.0,4.76,1.0,0.0,Room in aparthotel
10927,Entire home/apt,646.0,0.0,96.0,1.0,4.56,1.0,0.0,Entire loft
10930,Entire home/apt,1518.0,1.0,85.0,2.0,4.81,1.0,0.0,Entire condo
10932,Entire home/apt,1100.0,1.0,100.0,2.0,4.81,1.0,1.0,Entire rental unit
10938,Entire home/apt,864.0,1.0,100.0,1.0,4.93,1.0,1.0,Entire condo
10939,Entire home/apt,2140.0,0.0,99.0,1.0,4.93,1.0,0.0,Entire loft
10940,Entire home/apt,1036.0,1.0,100.0,1.0,4.9,1.0,1.0,Room in aparthotel
10941,Entire home/apt,3750.0,1.0,97.0,2.0,4.89,1.0,0.0,Entire condo
10942,Entire home/apt,964.0,1.0,100.0,1.0,4.85,1.0,0.0,Entire serviced apartment
10944,Entire home/apt,901.0,1.0,100.0,1.0,4.95,1.0,1.0,Entire condo
10945,Entire home/apt,819.0,0.0,0.0,2.0,4.93,1.0,0.0,Entire rental unit
10947,Entire home/apt,1913.0,1.0,96.0,5.0,4.74,1.0,0.0,Entire cottage
10948,Entire home/apt,2000.0,0.0,87.0,1.5,4.85,1.0,0.0,Entire condo
10949,Entire home/apt,2275.0,1.0,100.0,2.0,4.84,1.0,1.0,Entire condo
10951,Entire home/apt,11330.0,1.0,100.0,2.0,4.73,1.0,1.0,Entire rental unit
10952,Entire home/apt,6572.0,0.0,100.0,3.5,4.9,1.0,1.0,Entire condo
10953,Entire home/apt,1050.0,0.0,100.0,1.0,4.5,1.0,1.0,Entire vacation home
10955,Entire home/apt,610.0,0.0,100.0,1.0,4.47,1.0,0.0,Entire loft
10956,Entire home/apt,850.0,0.0,68.0,1.0,4.92,1.0,0.0,Entire condo
10957,Entire home/apt,3992.0,1.0,99.0,2.0,4.72,1.0,1.0,Entire rental unit
10958,Entire home/apt,1396.0,1.0,100.0,1.0,4.93,1.0,0.0,Entire rental unit
10960,Entire home/apt,1114.0,1.0,85.0,1.0,4.9,1.0,0.0,Entire condo
10963,Entire home/apt,900.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire condo
10964,Entire home/apt,1123.0,0.0,100.0,1.0,4.89,1.0,0.0,Entire condo
10965,Entire home/apt,1190.0,1.0,93.0,1.0,4.88,1.0,0.0,Entire serviced apartment
10967,Entire home/apt,1116.0,1.0,100.0,1.0,4.96,1.0,0.0,Entire condo
10968,Entire home/apt,6066.0,0.0,100.0,2.0,4.69,1.0,1.0,Entire condo
10969,Entire home/apt,1018.0,1.0,100.0,1.0,4.96,1.0,0.0,Entire condo
10970,Entire home/apt,1597.0,1.0,99.0,1.5,4.77,1.0,0.0,Entire rental unit
10971,Entire home/apt,1174.0,0.0,99.0,1.0,4.91,1.0,0.0,Entire condo
10972,Entire home/apt,1597.0,0.0,100.0,1.0,4.95,1.0,0.0,Entire rental unit
10973,Entire home/apt,1254.0,1.0,95.0,2.0,5.0,1.0,0.0,Entire condo
10974,Entire home/apt,9683.0,0.0,99.0,8.0,4.7,0.0,0.0,Entire home
10979,Entire home/apt,1415.0,1.0,100.0,1.0,4.93,1.0,0.0,Entire loft
10980,Entire home/apt,1200.0,0.0,42.0,1.0,4.8,1.0,0.0,Entire serviced apartment
10982,Entire home/apt,1129.0,1.0,100.0,2.0,4.91,1.0,0.0,Entire condo
10983,Entire home/apt,1106.0,1.0,100.0,2.0,4.73,1.0,0.0,Entire rental unit
10984,Entire home/apt,2321.0,1.0,95.0,2.5,4.94,1.0,0.0,Entire home
10987,Entire home/apt,1800.0,1.0,100.0,3.0,4.99,1.0,0.0,Entire condo
10988,Entire home/apt,1190.0,0.0,99.0,1.0,4.68,1.0,0.0,Entire serviced apartment
10992,Entire home/apt,1531.0,0.0,100.0,3.5,4.76,1.0,1.0,Entire townhouse
10994,Entire home/apt,679.0,0.0,74.0,1.0,4.84,1.0,0.0,Entire rental unit
10995,Entire home/apt,1275.0,0.0,100.0,2.0,4.68,1.0,1.0,Entire condo
10996,Entire home/apt,1200.0,0.0,99.0,2.5,4.75,1.0,0.0,Entire rental unit
10997,Entire home/apt,3170.0,0.0,75.0,3.5,4.5,1.0,0.0,Entire home
10998,Entire home/apt,4945.0,1.0,97.0,2.5,4.81,1.0,0.0,Entire condo
10999,Entire home/apt,450.0,0.0,0.0,1.0,4.8,1.0,0.0,Entire guest suite
11000,Entire home/apt,559.0,0.0,0.0,1.0,4.75,1.0,0.0,Entire rental unit
11002,Entire home/apt,3660.0,1.0,99.0,2.0,4.83,1.0,1.0,Entire condo
11003,Entire home/apt,817.0,0.0,100.0,1.0,4.71,1.0,1.0,Entire rental unit
11004,Entire home/apt,815.0,0.0,100.0,1.0,4.65,1.0,0.0,Entire loft
11005,Entire home/apt,650.0,1.0,100.0,1.0,4.88,1.0,0.0,Entire condo
11007,Entire home/apt,1000.0,0.0,40.0,1.0,5.0,1.0,0.0,Entire condo
11008,Entire home/apt,1114.0,1.0,100.0,1.0,4.83,1.0,1.0,Entire condo
11009,Entire home/apt,4000.0,0.0,100.0,2.0,5.0,1.0,0.0,Entire condo
11012,Entire home/apt,500.0,0.0,66.0,1.0,4.94,1.0,0.0,Entire loft
11013,Entire home/apt,1550.0,1.0,50.0,1.0,4.55,1.0,0.0,Entire condo
11017,Entire home/apt,4000.0,1.0,99.0,2.0,4.89,1.0,0.0,Entire rental unit
11018,Entire home/apt,1628.0,1.0,91.0,2.0,4.92,1.0,1.0,Entire home
11019,Entire home/apt,1156.0,1.0,82.0,2.0,4.94,1.0,0.0,Entire condo
11020,Entire home/apt,768.0,0.0,99.0,1.0,4.71,1.0,0.0,Entire rental unit
11022,Entire home/apt,1106.0,0.0,100.0,1.0,4.77,1.0,0.0,Entire condo
11024,Entire home/apt,2297.0,0.0,99.0,2.0,4.48,1.0,0.0,Entire condo
11026,Entire home/apt,4209.0,1.0,99.0,2.0,5.0,1.0,1.0,Entire condo
11027,Entire home/apt,1719.0,0.0,88.0,1.0,4.82,1.0,0.0,Entire condo
11030,Entire home/apt,1000.0,1.0,99.0,2.0,4.97,1.0,0.0,Entire condo
11031,Entire home/apt,1009.0,1.0,97.0,1.0,4.82,1.0,0.0,Entire condo
11032,Entire home/apt,1083.0,1.0,100.0,1.0,4.9,1.0,1.0,Room in aparthotel
11034,Entire home/apt,691.0,0.0,92.0,1.0,4.3,1.0,0.0,Entire serviced apartment
11035,Entire home/apt,73393.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire condo
11036,Entire home/apt,1250.0,1.0,100.0,2.0,4.89,1.0,1.0,Entire rental unit
11038,Entire home/apt,1114.0,0.0,92.0,1.0,4.92,1.0,0.0,Entire condo
11039,Entire home/apt,989.0,0.0,99.0,2.0,4.68,1.0,0.0,Entire rental unit
11040,Entire home/apt,1467.0,0.0,100.0,2.0,4.61,1.0,0.0,Entire rental unit
11041,Entire home/apt,1114.0,1.0,100.0,2.0,4.83,1.0,1.0,Entire serviced apartment
11042,Entire home/apt,1359.0,1.0,100.0,2.0,4.71,1.0,1.0,Entire rental unit
11045,Entire home/apt,750.0,0.0,100.0,1.0,4.6,1.0,1.0,Entire rental unit
11047,Entire home/apt,1114.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire guest suite
11052,Entire home/apt,1431.0,0.0,99.0,2.0,4.5,1.0,0.0,Entire condo
11053,Entire home/apt,2800.0,1.0,100.0,2.0,4.91,1.0,1.0,Entire rental unit
11055,Entire home/apt,6409.0,1.0,86.0,3.0,4.91,0.0,0.0,Entire rental unit
11057,Entire home/apt,590.0,0.0,100.0,1.0,4.86,1.0,0.0,Entire serviced apartment
11058,Entire home/apt,1941.0,1.0,100.0,1.0,5.0,1.0,1.0,Entire condo
11059,Entire home/apt,12734.0,1.0,97.0,3.0,5.0,1.0,0.0,Entire rental unit
11060,Entire home/apt,750.0,0.0,100.0,1.0,4.77,1.0,1.0,Entire rental unit
11061,Entire home/apt,480.0,1.0,100.0,1.0,4.89,1.0,0.0,Entire serviced apartment
11062,Entire home/apt,999.0,1.0,100.0,1.0,4.85,1.0,0.0,Entire condo
11063,Entire home/apt,1114.0,0.0,100.0,1.0,4.94,1.0,0.0,Entire condo
11065,Entire home/apt,1432.0,0.0,100.0,2.0,4.85,1.0,0.0,Entire serviced apartment
11067,Entire home/apt,2269.0,1.0,100.0,2.0,4.71,1.0,1.0,Entire rental unit
11070,Entire home/apt,1050.0,1.0,100.0,1.0,4.86,1.0,1.0,Room in aparthotel
11071,Entire home/apt,834.0,0.0,99.0,1.0,4.79,1.0,0.0,Entire serviced apartment
11073,Entire home/apt,4137.0,1.0,100.0,2.0,4.94,1.0,0.0,Entire condo
11074,Entire home/apt,999.0,0.0,100.0,1.0,4.89,1.0,0.0,Entire loft
11076,Entire home/apt,620.0,1.0,89.0,1.0,4.6,1.0,0.0,Entire rental unit
11077,Entire home/apt,499.0,1.0,95.0,1.0,4.61,1.0,0.0,Entire rental unit
11078,Entire home/apt,1114.0,0.0,100.0,1.0,4.93,1.0,0.0,Entire condo
11079,Entire home/apt,650.0,0.0,100.0,1.0,4.63,1.0,0.0,Entire serviced apartment
11080,Entire home/apt,514.0,1.0,100.0,1.0,4.94,1.0,0.0,Entire loft
11081,Entire home/apt,843.0,1.0,100.0,1.5,4.87,1.0,0.0,Entire rental unit
11083,Entire home/apt,3557.0,1.0,100.0,2.0,4.79,1.0,1.0,Entire condo
11084,Entire home/apt,3470.0,1.0,100.0,1.5,4.91,1.0,0.0,Entire rental unit
11086,Entire home/apt,1518.0,1.0,100.0,1.0,4.87,1.0,0.0,Entire rental unit
11087,Entire home/apt,1371.0,1.0,99.0,1.0,4.95,1.0,1.0,Entire rental unit
11088,Entire home/apt,3310.0,1.0,100.0,2.0,4.76,1.0,1.0,Entire rental unit
11091,Entire home/apt,950.0,0.0,100.0,1.5,5.0,1.0,1.0,Entire condo
11094,Entire home/apt,1713.0,0.0,99.0,1.5,4.6,1.0,1.0,Entire condo
11098,Entire home/apt,8000.0,0.0,100.0,3.5,5.0,1.0,0.0,Entire home
11100,Entire home/apt,1114.0,0.0,88.0,2.0,5.0,1.0,0.0,Entire rental unit
11101,Entire home/apt,1487.0,0.0,100.0,1.0,4.88,1.0,0.0,Entire condo
11102,Entire home/apt,1114.0,1.0,100.0,1.0,4.93,1.0,0.0,Entire rental unit
11103,Entire home/apt,2300.0,1.0,100.0,2.5,4.72,1.0,0.0,Entire condo
11104,Entire home/apt,303318.0,0.0,99.0,2.0,4.67,1.0,0.0,Entire rental unit
11109,Entire home/apt,1214.0,1.0,100.0,1.0,4.95,1.0,0.0,Entire condo
11111,Entire home/apt,3804.0,1.0,100.0,2.5,4.92,1.0,0.0,Entire condo
11113,Entire home/apt,1028.0,0.0,100.0,1.0,4.71,1.0,1.0,Entire loft
11115,Entire home/apt,1490.0,0.0,99.0,1.5,5.0,1.0,1.0,Entire serviced apartment
11118,Entire home/apt,3846.0,0.0,99.0,2.0,4.81,1.0,1.0,Entire condo
11119,Entire home/apt,9108.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
11120,Entire home/apt,6309.0,1.0,100.0,1.0,5.0,1.0,1.0,Entire rental unit
11121,Entire home/apt,450.0,0.0,100.0,1.0,4.0,1.0,1.0,Entire loft
11123,Entire home/apt,1290.0,0.0,100.0,1.0,4.78,1.0,1.0,Entire rental unit
11124,Entire home/apt,1572.0,0.0,86.0,1.0,5.0,1.0,1.0,Entire loft
11125,Entire home/apt,7999.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
11126,Entire home/apt,7995.0,1.0,100.0,1.0,4.83,1.0,0.0,Entire rental unit
11127,Entire home/apt,6933.0,0.0,0.0,2.0,4.14,1.0,0.0,Entire rental unit
11128,Entire home/apt,1527.0,1.0,100.0,1.0,4.87,1.0,0.0,Entire townhouse
11129,Entire home/apt,1001.0,1.0,100.0,1.0,4.86,1.0,1.0,Room in aparthotel
11130,Entire home/apt,3846.0,0.0,99.0,2.0,4.93,1.0,1.0,Entire rental unit
11131,Entire home/apt,2249.0,1.0,100.0,2.0,5.0,1.0,1.0,Entire rental unit
11132,Entire home/apt,3000.0,1.0,99.0,2.5,4.95,1.0,0.0,Entire rental unit
11134,Entire home/apt,2009.0,1.0,100.0,2.0,4.95,1.0,1.0,Entire condo
11136,Entire home/apt,7023.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire rental unit
11137,Entire home/apt,1114.0,1.0,97.0,1.0,4.91,1.0,0.0,Entire rental unit
11138,Entire home/apt,2583.0,1.0,99.0,2.0,4.79,1.0,1.0,Entire rental unit
11139,Entire home/apt,4000.0,1.0,100.0,5.0,4.97,1.0,1.0,Casa particular
11141,Entire home/apt,2744.0,1.0,99.0,2.5,4.75,1.0,1.0,Entire condo
11144,Entire home/apt,2200.0,0.0,100.0,2.0,5.0,1.0,0.0,Entire condo
11146,Entire home/apt,900.0,0.0,24.0,1.5,4.67,1.0,0.0,Entire rental unit
11147,Entire home/apt,2249.0,1.0,96.0,2.0,4.83,1.0,1.0,Entire rental unit
11149,Entire home/apt,1079.0,0.0,100.0,1.0,4.59,1.0,1.0,Entire condo
11153,Entire home/apt,1415.0,0.0,100.0,1.0,4.9,1.0,1.0,Entire serviced apartment
11154,Entire home/apt,1500.0,1.0,100.0,2.0,4.79,1.0,1.0,Entire condo
11155,Entire home/apt,2500.0,1.0,100.0,1.0,4.83,1.0,0.0,Entire condo
11156,Entire home/apt,802.0,0.0,100.0,1.0,4.38,1.0,1.0,Entire loft
11157,Entire home/apt,800.0,0.0,99.0,2.0,4.66,1.0,1.0,Entire condo
11159,Entire home/apt,3019.0,1.0,99.0,2.5,4.79,1.0,1.0,Entire condo
11161,Entire home/apt,964.0,1.0,100.0,1.0,5.0,1.0,0.0,Entire serviced apartment
11162,Entire home/apt,1603.0,0.0,99.0,1.0,4.82,1.0,0.0,Entire condo
11164,Entire home/apt,1678.0,0.0,100.0,2.0,4.85,1.0,0.0,Entire condo
11167,Entire home/apt,1114.0,0.0,99.0,1.0,4.29,0.0,0.0,Entire loft
11168,Entire home/apt,2606.0,1.0,100.0,2.0,4.76,1.0,0.0,Entire rental unit
11170,Entire home/apt,1270.0,0.0,100.0,1.0,4.8,1.0,0.0,Entire rental unit
11172,Entire home/apt,1114.0,0.0,100.0,1.0,4.68,1.0,0.0,Entire rental unit
11173,Entire home/apt,1328.0,0.0,89.0,2.0,5.0,1.0,0.0,Entire condo
11175,Entire home/apt,4093.0,0.0,100.0,3.0,4.79,1.0,1.0,Entire condo
11176,Entire home/apt,1114.0,0.0,99.0,3.0,4.71,1.0,0.0,Entire condo
11177,Entire home/apt,1000.0,0.0,100.0,1.0,5.0,1.0,1.0,Entire condo
11178,Entire home/apt,1800.0,0.0,100.0,2.0,4.0,1.0,0.0,Entire serviced apartment
11179,Entire home/apt,985.0,1.0,100.0,2.0,4.88,1.0,1.0,Entire condo
11182,Entire home/apt,1114.0,0.0,76.0,1.0,4.9,1.0,0.0,Entire serviced apartment
11183,Entire home/apt,4076.0,1.0,100.0,2.0,4.79,1.0,0.0,Entire condo
11185,Entire home/apt,1100.0,1.0,98.0,1.0,4.82,1.0,1.0,Entire condo
11186,Entire home/apt,2243.0,1.0,83.0,2.0,4.95,1.0,0.0,Entire serviced apartment
11187,Entire home/apt,1114.0,0.0,99.0,2.0,4.8,1.0,0.0,Entire rental unit
11188,Entire home/apt,2245.0,1.0,99.0,1.0,4.8,1.0,1.0,Entire condo
11191,Entire home/apt,900.0,0.0,98.0,1.0,4.91,1.0,0.0,Entire condo
11192,Entire home/apt,2975.0,1.0,99.0,2.0,4.85,1.0,1.0,Entire condo
11193,Entire home/apt,1300.0,1.0,100.0,2.0,4.94,1.0,0.0,Entire condo
11194,Entire home/apt,1857.0,1.0,100.0,2.0,4.81,1.0,1.0,Entire rental unit
11195,Entire home/apt,455.0,0.0,98.0,1.0,4.86,1.0,0.0,Entire rental unit
11196,Entire home/apt,3738.0,1.0,99.0,2.0,4.98,1.0,1.0,Entire rental unit
11198,Entire home/apt,1250.0,0.0,96.0,1.0,4.76,1.0,1.0,Entire loft
11199,Entire home/apt,2224.0,1.0,79.0,2.0,4.92,1.0,0.0,Entire serviced apartment
11200,Entire home/apt,1114.0,0.0,99.0,2.0,4.8,1.0,0.0,Entire rental unit
11201,Entire home/apt,5000.0,0.0,99.0,1.0,4.8,1.0,1.0,Entire rental unit
11202,Entire home/apt,814.0,1.0,98.0,1.0,4.9,1.0,0.0,Entire loft
11203,Entire home/apt,2850.0,0.0,100.0,2.0,4.68,1.0,0.0,Entire condo
11204,Entire home/apt,1114.0,0.0,85.0,2.0,4.81,1.0,0.0,Entire condo
11205,Entire home/apt,2417.0,1.0,100.0,2.0,4.98,1.0,1.0,Entire condo
11206,Entire home/apt,7443.0,0.0,98.0,3.5,5.0,1.0,1.0,Entire condo
11207,Entire home/apt,1199.0,0.0,99.0,1.0,4.91,1.0,1.0,Entire condo
11208,Entire home/apt,1693.0,1.0,100.0,1.0,4.86,1.0,0.0,Entire loft
11210,Entire home/apt,1900.0,0.0,100.0,2.0,4.21,1.0,1.0,Entire condo
11211,Entire home/apt,3090.0,1.0,99.0,1.0,4.95,1.0,1.0,Entire rental unit
11212,Entire home/apt,3826.0,1.0,99.0,2.0,4.8,1.0,1.0,Entire rental unit
11213,Entire home/apt,1300.0,1.0,99.0,1.0,4.88,1.0,0.0,Entire condo
11214,Entire home/apt,817.0,0.0,99.0,1.0,4.82,1.0,0.0,Entire loft
11215,Entire home/apt,2615.0,0.0,99.0,2.0,4.84,1.0,1.0,Entire rental unit
11216,Entire home/apt,1114.0,0.0,100.0,2.0,4.7,1.0,1.0,Entire rental unit
11217,Entire home/apt,1000.0,0.0,99.0,1.0,5.0,1.0,0.0,Entire condo
11218,Entire home/apt,1650.0,0.0,89.0,2.5,4.95,1.0,0.0,Entire serviced apartment
11219,Entire home/apt,613.0,0.0,100.0,1.0,4.74,1.0,1.0,Entire loft
11222,Entire home/apt,1500.0,1.0,95.0,2.0,4.98,1.0,0.0,Entire home
11225,Entire home/apt,1300.0,1.0,99.0,1.0,4.89,1.0,1.0,Entire condo
11226,Entire home/apt,2615.0,0.0,99.0,2.0,4.71,1.0,1.0,Entire rental unit
11228,Entire home/apt,3846.0,0.0,99.0,2.0,4.84,1.0,1.0,Entire rental unit
11229,Entire home/apt,900.0,0.0,100.0,2.0,5.0,1.0,0.0,Entire rental unit
11230,Entire home/apt,866.0,0.0,99.0,1.0,4.67,1.0,1.0,Entire serviced apartment
11231,Entire home/apt,2609.0,1.0,100.0,2.0,4.79,1.0,1.0,Entire rental unit
11232,Entire home/apt,4000.0,1.0,100.0,2.0,4.91,1.0,0.0,Entire rental unit
11233,Entire home/apt,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Entire condo
11235,Entire home/apt,1360.0,1.0,90.0,2.0,4.93,1.0,0.0,Entire condo
11236,Entire home/apt,600.0,0.0,100.0,1.5,4.69,1.0,0.0,Entire condo
11237,Entire home/apt,2615.0,0.0,99.0,2.0,4.78,1.0,1.0,Entire rental unit
11238,Entire home/apt,600.0,1.0,100.0,1.0,4.69,1.0,0.0,Entire condo
11239,Entire home/apt,1208.0,1.0,100.0,2.0,4.99,1.0,0.0,Entire serviced apartment
