,room_type,price,host_is_superhost,host_acceptance_rate,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
2193,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in rental unit
2194,Private room,1112.0,1.0,100.0,1.0,4.75,1.0,0.0,Private room in rental unit
2196,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in rental unit
2198,Private room,514.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in rental unit
2201,Private room,1000.0,0.0,99.0,2.0,3.0,1.0,0.0,Private room in home
2202,Private room,546.0,1.0,99.0,1.0,4.88,1.0,0.0,Private room in rental unit
2204,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in rental unit
2205,Private room,1114.0,0.0,99.0,2.0,4.86,1.0,1.0,Private room in condo
2211,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in home
2212,Private room,423.0,1.0,98.0,1.0,4.83,1.0,0.0,Private room in rental unit
2214,Private room,450.0,1.0,100.0,1.0,4.8,1.0,1.0,Private room in condo
2215,Private room,506.0,1.0,99.0,1.0,4.81,1.0,0.0,Private room in rental unit
2222,Private room,450.0,1.0,100.0,1.0,4.84,1.0,1.0,Private room in serviced apartment
2224,Private room,1114.0,0.0,99.0,2.0,5.0,1.0,1.0,Private room in guesthouse
2226,Private room,1114.0,0.0,99.0,2.0,5.0,0.0,0.0,Private room in rental unit
2227,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in home
2229,Private room,437.0,1.0,100.0,1.0,4.83,1.0,1.0,Private room in guest suite
2236,Private room,546.0,0.0,99.0,0.5,4.85,1.0,1.0,Private room in home
2242,Private room,250.0,0.0,20.0,1.0,4.84,1.0,0.0,Private room in rental unit
2244,Private room,1114.0,0.0,99.0,2.0,4.86,1.0,1.0,Private room in home
2248,Private room,1114.0,0.0,94.0,1.5,4.81,1.0,0.0,Private room in loft
2250,Private room,488.0,0.0,100.0,1.0,4.8,1.0,0.0,Private room in home
2252,Private room,1114.0,0.0,94.0,1.0,4.96,1.0,0.0,Private room in rental unit
2254,Private room,550.0,0.0,94.0,1.0,4.94,1.0,0.0,Private room in rental unit
2256,Private room,1114.0,0.0,99.0,1.0,4.91,1.0,0.0,Private room in rental unit
2260,Private room,500.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in rental unit
2262,Private room,310.0,0.0,100.0,1.0,5.0,0.0,0.0,Private room in rental unit
2264,Private room,315.0,1.0,100.0,1.0,4.95,1.0,0.0,Private room in home
2265,Private room,1050.0,1.0,100.0,1.0,4.93,1.0,0.0,Private room in home
2266,Private room,1114.0,0.0,99.0,1.0,4.36,1.0,0.0,Private room in home
2270,Private room,200.0,0.0,100.0,1.0,4.67,1.0,1.0,Private room in home
2272,Private room,1114.0,0.0,99.0,1.0,4.5,0.0,0.0,Private room in rental unit
2282,Private room,499.0,0.0,98.0,1.0,4.59,1.0,0.0,Private room in home
2291,Private room,1114.0,0.0,100.0,2.0,5.0,1.0,0.0,Private room in rental unit
2292,Private room,270.0,0.0,0.0,1.0,4.8,1.0,0.0,Private room in home
2294,Private room,270.0,0.0,99.0,1.5,4.72,1.0,1.0,Private room in condo
2296,Private room,1114.0,0.0,99.0,1.5,5.0,1.0,0.0,Private room in rental unit
2297,Private room,2800.0,0.0,100.0,1.0,4.8,1.0,1.0,Private room in rental unit
2302,Private room,1114.0,0.0,99.0,2.0,5.0,0.0,0.0,Private room in rental unit
2305,Private room,500.0,0.0,0.0,1.0,5.0,1.0,0.0,Private room in home
2306,Private room,1114.0,0.0,99.0,1.0,4.94,0.0,0.0,Private room in rental unit
2309,Private room,1114.0,0.0,98.0,1.0,4.88,1.0,1.0,Private room in home
2311,Private room,1554.0,0.0,99.0,1.0,4.85,1.0,1.0,Private room in home
2313,Private room,1114.0,0.0,99.0,1.0,4.56,0.0,0.0,Private room in home
2315,Private room,1114.0,0.0,98.0,1.0,4.82,1.0,0.0,Private room in home
2317,Private room,350.0,0.0,0.0,1.0,2.0,1.0,0.0,Private room in rental unit
2318,Private room,1114.0,0.0,99.0,1.0,4.92,0.0,0.0,Private room in rental unit
2319,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in rental unit
2321,Private room,350.0,1.0,89.0,1.0,4.95,1.0,0.0,Private room in home
2322,Private room,1299.0,1.0,99.0,1.0,4.85,1.0,0.0,Private room in rental unit
2324,Private room,550.0,0.0,99.0,4.0,4.73,0.0,0.0,Private room in rental unit
2325,Private room,245.0,0.0,92.0,1.5,4.61,1.0,0.0,Private room in home
2326,Private room,980.0,1.0,80.0,1.0,4.94,1.0,0.0,Private room in condo
2332,Private room,3000.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in home
2335,Private room,303.0,0.0,75.0,1.5,4.75,1.0,0.0,Private room in home
2340,Private room,1114.0,0.0,99.0,2.0,4.65,0.0,0.0,Private room
2341,Private room,1143.0,0.0,89.0,1.0,4.82,1.0,0.0,Private room in condo
2342,Private room,1114.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in home
2345,Private room,1114.0,0.0,98.0,1.0,4.84,1.0,1.0,Private room in home
2350,Private room,400.0,1.0,100.0,1.0,4.9,1.0,1.0,Private room in home
2351,Private room,235.0,0.0,100.0,1.0,4.83,1.0,0.0,Private room in rental unit
2352,Private room,380.0,1.0,100.0,1.0,4.92,1.0,0.0,Private room in home
2357,Private room,689.0,1.0,97.0,1.5,4.97,1.0,0.0,Private room in home
2358,Private room,1300.0,0.0,40.0,1.0,4.83,1.0,1.0,Private room in bed and breakfast
2360,Private room,1114.0,0.0,98.0,1.0,4.89,1.0,1.0,Private room in home
2362,Private room,400.0,1.0,100.0,1.5,4.89,1.0,1.0,Private room in home
2363,Private room,1114.0,0.0,99.0,1.5,3.6,0.0,0.0,Private room in rental unit
2366,Private room,999.0,0.0,100.0,1.0,4.8,1.0,0.0,Private room in home
2367,Private room,690.0,1.0,100.0,1.5,4.92,1.0,1.0,Private room in home
2369,Private room,414.0,0.0,100.0,1.0,5.0,1.0,1.0,Private room in rental unit
2370,Private room,334.0,0.0,100.0,1.0,4.64,1.0,0.0,Private room in guesthouse
2372,Private room,650.0,0.0,95.0,1.0,4.81,1.0,0.0,Private room in condo
2375,Private room,1114.0,0.0,99.0,1.5,4.8,0.0,0.0,Private room in condo
2378,Private room,380.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in guest suite
2383,Private room,910.0,0.0,0.0,1.0,5.0,1.0,0.0,Private room in rental unit
2389,Private room,475.0,1.0,100.0,1.0,4.9,1.0,0.0,Private room in guest suite
2398,Private room,1114.0,0.0,100.0,1.0,5.0,1.0,1.0,Private room in rental unit
2401,Private room,1114.0,1.0,92.0,2.0,4.84,1.0,0.0,Private room in townhouse
2405,Private room,270.0,0.0,0.0,1.0,4.8,1.0,0.0,Private room in rental unit
2409,Private room,1011.0,0.0,100.0,1.0,4.8,1.0,1.0,Private room in condo
2413,Private room,600.0,0.0,100.0,1.0,4.9,1.0,1.0,Private room in rental unit
2414,Private room,327.0,0.0,83.0,1.0,4.85,1.0,0.0,Private room in home
2416,Private room,2176.0,1.0,100.0,1.0,4.98,1.0,1.0,Private room in bed and breakfast
2417,Private room,386.0,0.0,89.0,1.5,4.71,1.0,0.0,Private room in rental unit
2418,Private room,520.0,0.0,99.0,1.0,4.94,1.0,0.0,Private room in rental unit
2419,Private room,1114.0,0.0,99.0,1.0,4.8,1.0,1.0,Private room in serviced apartment
2423,Private room,1114.0,0.0,99.0,1.5,4.8,0.0,0.0,Private room in guest suite
2425,Private room,600.0,0.0,0.0,1.0,4.9,1.0,0.0,Private room in home
2427,Private room,1700.0,1.0,100.0,2.0,5.0,1.0,1.0,Private room in home
2429,Private room,560.0,1.0,100.0,1.0,4.89,1.0,1.0,Private room in condo
2430,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in hostel
2431,Private room,1114.0,0.0,50.0,1.0,5.0,1.0,0.0,Private room in condo
2432,Private room,1114.0,0.0,99.0,1.0,4.65,1.0,0.0,Private room in rental unit
2436,Private room,1114.0,0.0,50.0,1.0,5.0,1.0,0.0,Private room in hostel
2438,Private room,250.0,0.0,95.0,1.0,4.63,1.0,0.0,Private room in home
2439,Private room,350.0,1.0,99.0,1.0,4.44,1.0,0.0,Private room in rental unit
2442,Private room,1114.0,0.0,95.0,1.0,4.72,1.0,0.0,Private room in home
2443,Private room,750.0,1.0,100.0,1.0,4.73,1.0,0.0,Private room in rental unit
2453,Private room,1114.0,0.0,99.0,3.5,4.8,0.0,0.0,Private room in rental unit
2463,Private room,560.0,1.0,91.0,1.5,5.0,1.0,0.0,Private room in home
2467,Private room,583.0,1.0,100.0,1.0,4.9,1.0,1.0,Private room in home
2471,Private room,536.0,0.0,83.0,1.0,4.73,1.0,0.0,Private room in condo
2472,Private room,400.0,0.0,99.0,1.0,4.6,1.0,0.0,Private room in rental unit
2473,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in rental unit
2474,Private room,450.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in rental unit
2476,Private room,1114.0,1.0,96.0,1.0,4.96,1.0,0.0,Private room in home
2480,Private room,1114.0,1.0,100.0,1.0,5.0,1.0,0.0,Private room in loft
2485,Private room,1031.0,1.0,100.0,1.5,4.96,1.0,0.0,Private room in condo
2488,Private room,450.0,0.0,67.0,1.5,4.47,1.0,0.0,Private room in rental unit
2491,Private room,400.0,0.0,99.0,2.0,4.8,1.0,1.0,Private room in home
2493,Private room,3100.0,1.0,100.0,3.5,5.0,1.0,1.0,Private room in home
2497,Private room,549.0,0.0,95.0,1.0,4.83,1.0,0.0,Private room in rental unit
2498,Private room,549.0,0.0,95.0,1.0,4.85,1.0,0.0,Private room in condo
2499,Private room,549.0,0.0,95.0,1.0,4.9,1.0,0.0,Private room in rental unit
2503,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in rental unit
2505,Private room,1114.0,1.0,100.0,1.0,5.0,1.0,1.0,Private room in rental unit
2506,Private room,5055.0,0.0,33.0,1.0,4.8,1.0,0.0,Private room in rental unit
2509,Private room,1114.0,0.0,99.0,1.0,4.0,0.0,0.0,Private room in loft
2510,Private room,507.0,0.0,72.0,1.0,4.83,1.0,0.0,Private room in condo
2512,Private room,607.0,1.0,100.0,1.0,4.95,1.0,1.0,Private room in rental unit
2513,Private room,520.0,0.0,100.0,1.0,4.61,1.0,0.0,Private room in home
2514,Private room,897.0,0.0,100.0,1.0,4.56,1.0,0.0,Private room in rental unit
2520,Private room,1114.0,0.0,99.0,1.0,3.0,0.0,0.0,Private room in home
2522,Private room,719.0,1.0,87.0,1.0,4.96,1.0,0.0,Private room in condo
2527,Private room,3336.0,0.0,99.0,3.0,5.0,1.0,0.0,Private room in home
2529,Private room,300.0,0.0,0.0,1.5,5.0,1.0,0.0,Private room in home
2540,Private room,500.0,0.0,50.0,1.0,4.71,1.0,0.0,Private room in rental unit
2543,Private room,320.0,0.0,100.0,1.0,4.96,1.0,0.0,Private room in home
2544,Private room,535.0,0.0,99.0,1.0,4.5,1.0,0.0,Private room in condo
2545,Private room,3050.0,1.0,100.0,1.0,5.0,1.0,1.0,Room in boutique hotel
2547,Private room,999.0,1.0,100.0,1.0,4.92,1.0,0.0,Private room in serviced apartment
2548,Private room,1213.0,0.0,100.0,1.0,4.78,1.0,0.0,Private room in home
2552,Private room,1114.0,1.0,100.0,3.0,4.86,1.0,0.0,Private room in guest suite
2553,Private room,1114.0,0.0,100.0,3.0,4.5,1.0,0.0,Private room in home
2554,Private room,520.0,0.0,32.0,1.0,5.0,1.0,0.0,Private room in rental unit
2555,Private room,1114.0,1.0,100.0,1.0,5.0,1.0,1.0,Room in boutique hotel
2557,Private room,352.0,1.0,100.0,1.0,4.82,1.0,0.0,Private room in home
2558,Private room,230.0,1.0,70.0,1.0,4.9,1.0,0.0,Private room in rental unit
2559,Private room,1114.0,0.0,50.0,1.0,5.0,1.0,0.0,Private room in hostel
2565,Private room,850.0,1.0,100.0,1.5,4.98,1.0,1.0,Private room in home
2567,Private room,1733.0,0.0,0.0,1.0,4.5,1.0,0.0,Private room in rental unit
2573,Private room,4101.0,0.0,97.0,1.0,5.0,1.0,1.0,Private room in serviced apartment
2574,Private room,1114.0,1.0,100.0,1.0,4.98,1.0,1.0,Private room in home
2575,Private room,850.0,1.0,100.0,1.0,4.96,1.0,1.0,Private room in home
2579,Private room,300.0,0.0,100.0,1.0,4.8,1.0,1.0,Private room in guest suite
2580,Private room,1439.0,1.0,100.0,1.0,5.0,1.0,1.0,Room in boutique hotel
2583,Private room,700.0,1.0,100.0,1.0,4.91,1.0,1.0,Private room in guest suite
2587,Private room,800.0,1.0,100.0,1.0,4.94,1.0,0.0,Private room in home
2590,Private room,465.0,1.0,99.0,1.0,4.84,1.0,0.0,Private room in home
2592,Private room,303.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in home
2596,Private room,545.0,1.0,100.0,1.0,4.98,1.0,0.0,Private room in rental unit
2600,Private room,220.0,1.0,81.0,1.5,4.73,1.0,0.0,Private room in home
2601,Private room,250.0,0.0,95.0,1.0,4.8,1.0,0.0,Private room in home
2602,Private room,4357.0,0.0,100.0,2.0,4.55,1.0,1.0,Private room in rental unit
2603,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in home
2607,Private room,44286.0,0.0,100.0,1.0,4.88,1.0,1.0,Private room in rental unit
2609,Private room,399.0,1.0,100.0,1.0,4.93,1.0,0.0,Private room in rental unit
2613,Private room,585.0,1.0,100.0,1.5,4.86,1.0,0.0,Private room in home
2618,Private room,400.0,0.0,100.0,1.0,4.89,1.0,0.0,Private room in rental unit
2627,Private room,1114.0,0.0,100.0,1.0,4.95,1.0,0.0,Private room in rental unit
2629,Private room,1655.0,0.0,99.0,1.5,4.79,1.0,1.0,Private room in home
2639,Private room,1114.0,0.0,99.0,2.0,4.83,1.0,0.0,Private room in rental unit
2640,Private room,315.0,1.0,100.0,1.0,4.64,1.0,0.0,Private room in home
2642,Private room,1631.0,0.0,99.0,1.0,4.8,1.0,1.0,Private room in loft
2643,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in rental unit
2647,Private room,874.0,1.0,100.0,1.0,4.98,1.0,0.0,Private room in condo
2654,Private room,270.0,1.0,67.0,1.0,4.5,1.0,0.0,Private room in rental unit
2661,Private room,1114.0,0.0,100.0,1.0,4.71,1.0,1.0,Private room in guesthouse
2662,Private room,1114.0,0.0,0.0,1.0,5.0,1.0,0.0,Private room in hostel
2663,Private room,650.0,1.0,100.0,1.0,4.38,1.0,1.0,Private room in condo
2665,Private room,1000.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in condo
2669,Private room,786.0,1.0,100.0,1.0,4.91,1.0,0.0,Private room in loft
2670,Private room,445.0,1.0,100.0,1.0,4.88,1.0,1.0,Private room in rental unit
2672,Private room,708.0,1.0,94.0,1.0,4.95,1.0,1.0,Private room
2673,Private room,445.0,0.0,100.0,1.0,4.85,1.0,0.0,Private room in rental unit
2674,Private room,582.0,1.0,100.0,1.0,4.92,1.0,1.0,Private room in rental unit
2675,Private room,1114.0,0.0,100.0,1.0,4.67,1.0,1.0,Private room in rental unit
2676,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,1.0,Private room in home
2677,Private room,550.0,0.0,100.0,1.5,4.7,1.0,0.0,Private room in home
2678,Private room,585.0,1.0,97.0,1.5,4.93,1.0,0.0,Private room in home
2681,Private room,660.0,1.0,93.0,1.0,4.85,1.0,0.0,Private room in home
2685,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in condo
2688,Private room,280.0,0.0,99.0,1.0,4.4,1.0,0.0,Private room in rental unit
2691,Private room,1114.0,0.0,99.0,8.5,4.8,0.0,0.0,Private room in home
2693,Private room,1114.0,0.0,99.0,2.0,4.4,0.0,0.0,Private room in home
2696,Private room,582.0,1.0,100.0,1.0,4.86,1.0,1.0,Private room in rental unit
2699,Private room,500.0,0.0,0.0,1.0,4.8,1.0,0.0,Private room in hostel
2700,Private room,607.0,1.0,100.0,1.0,4.93,1.0,1.0,Private room in rental unit
2705,Private room,950.0,0.0,89.0,1.0,4.8,1.0,0.0,Private room in rental unit
2706,Private room,409.0,0.0,100.0,1.0,4.98,1.0,1.0,Private room in rental unit
2711,Private room,490.0,0.0,99.0,1.5,4.4,1.0,0.0,Private room in home
2719,Private room,520.0,0.0,63.0,1.5,4.33,1.0,0.0,Private room in rental unit
2722,Private room,400.0,1.0,100.0,1.0,4.65,1.0,1.0,Private room in serviced apartment
2726,Private room,201.0,0.0,92.0,1.5,4.77,1.0,0.0,Private room in home
2730,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in home
2735,Private room,9100.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in home
2737,Private room,400.0,0.0,100.0,3.0,5.0,1.0,1.0,Private room in casa particular
2738,Private room,500.0,0.0,80.0,1.0,5.0,1.0,0.0,Private room in rental unit
2743,Private room,1114.0,0.0,0.0,1.0,4.92,1.0,0.0,Private room in home
2744,Private room,1114.0,1.0,98.0,1.0,4.75,1.0,0.0,Private room in home
2745,Private room,1200.0,0.0,100.0,1.0,5.0,1.0,0.0,Private room in home
2746,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in home
2747,Private room,731.0,0.0,74.0,1.0,5.0,1.0,0.0,Private room in rental unit
2748,Private room,200.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in hostel
2751,Private room,1600.0,0.0,99.0,1.0,4.94,1.0,1.0,Private room in home
2752,Private room,1414.0,0.0,99.0,1.0,4.91,1.0,1.0,Private room in rental unit
2762,Private room,1114.0,0.0,99.0,5.0,5.0,0.0,0.0,Private room in tiny home
2766,Private room,660.0,1.0,93.0,1.0,4.82,1.0,0.0,Private room in home
2769,Private room,607.0,1.0,100.0,1.0,4.83,1.0,1.0,Private room in rental unit
2771,Private room,337.0,1.0,100.0,1.0,4.89,1.0,1.0,Private room in rental unit
2772,Private room,347.0,1.0,97.0,1.0,4.74,1.0,0.0,Private room in rental unit
2773,Private room,1114.0,0.0,99.0,1.0,4.0,0.0,0.0,Private room in rental unit
2777,Private room,280.0,1.0,87.0,1.0,4.83,1.0,0.0,Private room in casa particular
2783,Private room,250.0,1.0,93.0,1.0,4.81,1.0,0.0,Private room in home
2788,Private room,1114.0,0.0,100.0,1.5,4.58,1.0,0.0,Private room in guesthouse
2795,Private room,1114.0,0.0,100.0,1.0,4.56,1.0,0.0,Private room in rental unit
2797,Private room,1114.0,0.0,99.0,2.0,5.0,1.0,0.0,Private room in rental unit
2798,Private room,1114.0,0.0,99.0,2.0,4.0,0.0,0.0,Private room in guest suite
2802,Private room,290.0,1.0,100.0,1.0,4.91,1.0,1.0,Private room in guesthouse
2808,Private room,495.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in rental unit
2813,Private room,930.0,0.0,100.0,1.0,5.0,1.0,0.0,Private room in home
2815,Private room,400.0,0.0,100.0,1.5,4.76,1.0,1.0,Private room in condo
2817,Private room,800.0,0.0,0.0,1.0,4.39,1.0,0.0,Private room in condo
2819,Private room,460.0,1.0,91.0,1.0,4.86,1.0,0.0,Private room in rental unit
2820,Private room,498.0,0.0,100.0,1.0,4.56,1.0,1.0,Private room in loft
2823,Private room,349.0,1.0,95.0,1.0,4.81,1.0,0.0,Private room in rental unit
2824,Private room,450.0,1.0,88.0,1.0,4.58,1.0,0.0,Private room in townhouse
2825,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in home
2832,Private room,1114.0,0.0,0.0,1.0,4.93,1.0,0.0,Private room in earthen home
2836,Private room,1114.0,0.0,99.0,1.0,4.94,1.0,0.0,Private room in home
2838,Private room,700.0,1.0,100.0,1.0,4.97,1.0,0.0,Private room in home
2839,Private room,490.0,1.0,100.0,1.0,4.97,1.0,0.0,Private room in rental unit
2841,Private room,300.0,0.0,99.0,1.0,4.48,1.0,0.0,Private room in rental unit
2844,Private room,180.0,0.0,99.0,1.5,4.89,1.0,0.0,Private room in home
2846,Private room,449.0,0.0,69.0,1.0,4.8,1.0,0.0,Private room in rental unit
2848,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in loft
2850,Private room,1800.0,1.0,86.0,2.0,4.8,1.0,1.0,Private room in rental unit
2853,Private room,481.0,0.0,100.0,1.0,5.0,1.0,1.0,Private room in home
2855,Private room,770.0,0.0,99.0,1.0,4.93,1.0,1.0,Private room in guesthouse
2857,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in rental unit
2859,Private room,300.0,1.0,100.0,1.5,4.81,1.0,0.0,Private room in home
2861,Private room,1114.0,0.0,100.0,1.0,4.77,1.0,0.0,Private room in guesthouse
2862,Private room,650.0,0.0,0.0,2.0,4.0,1.0,0.0,Private room in rental unit
2865,Private room,1114.0,0.0,99.0,2.0,4.8,0.0,0.0,Private room in guesthouse
2866,Private room,323.0,1.0,100.0,1.0,4.91,1.0,0.0,Private room in condo
2870,Private room,850.0,0.0,99.0,1.0,4.8,1.0,0.0,Private room in home
2873,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in guest suite
2876,Private room,971.0,1.0,99.0,1.0,4.82,1.0,1.0,Private room in rental unit
2881,Private room,1114.0,0.0,99.0,1.0,4.77,1.0,1.0,Private room in loft
2882,Private room,669.0,1.0,86.0,1.0,4.64,1.0,0.0,Private room in condo
2885,Private room,749.0,0.0,33.0,1.0,4.83,1.0,0.0,Private room in rental unit
2886,Private room,289.0,1.0,100.0,1.0,4.89,1.0,0.0,Private room in home
2887,Private room,1614.0,0.0,99.0,1.0,4.93,1.0,1.0,Private room in guest suite
2897,Private room,1114.0,0.0,100.0,1.0,4.91,1.0,0.0,Private room in home
2903,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in home
2904,Private room,751.0,1.0,100.0,1.5,4.83,1.0,1.0,Private room in rental unit
2905,Private room,1114.0,0.0,99.0,1.5,4.8,0.0,0.0,Private room
2913,Private room,700.0,1.0,95.0,1.0,4.97,1.0,0.0,Private room in rental unit
2923,Private room,800.0,0.0,100.0,1.0,5.0,1.0,1.0,Private room in home
2924,Private room,900.0,0.0,100.0,1.0,4.9,1.0,1.0,Private room in home
2925,Private room,900.0,0.0,100.0,1.0,4.73,1.0,1.0,Private room in home
2926,Private room,550.0,0.0,100.0,1.0,4.66,1.0,1.0,Private room in home
2929,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in rental unit
2930,Private room,514.0,1.0,100.0,1.5,4.93,1.0,0.0,Private room in home
2931,Private room,400.0,0.0,0.0,1.0,4.78,1.0,0.0,Private room in home
2932,Private room,1200.0,1.0,73.0,2.0,4.97,1.0,0.0,Private room in bed and breakfast
2933,Private room,500.0,0.0,80.0,1.0,5.0,1.0,0.0,Private room in bed and breakfast
2935,Private room,600.0,0.0,50.0,1.5,4.86,1.0,0.0,Private room in home
2936,Private room,400.0,0.0,100.0,2.0,5.0,1.0,0.0,Private room in casa particular
2937,Private room,207.0,1.0,100.0,1.5,4.81,1.0,0.0,Private room in rental unit
2938,Private room,600.0,0.0,0.0,3.5,4.8,1.0,0.0,Private room in home
2939,Private room,600.0,0.0,0.0,3.5,4.8,1.0,0.0,Private room in home
2940,Private room,465.0,0.0,100.0,1.0,4.88,1.0,0.0,Private room in home
2941,Private room,700.0,0.0,89.0,1.0,4.93,1.0,0.0,Private room in rental unit
2944,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in home
2945,Private room,1114.0,0.0,99.0,1.0,5.0,0.0,0.0,Private room in home
2946,Private room,400.0,0.0,0.0,1.0,4.8,1.0,0.0,Private room in home
2950,Private room,210.0,0.0,0.0,1.0,4.6,1.0,0.0,Private room in rental unit
2952,Private room,306.0,0.0,0.0,1.5,4.67,1.0,0.0,Private room in home
2953,Private room,290.0,1.0,91.0,1.0,4.67,1.0,0.0,Private room in home
2956,Private room,688.0,0.0,99.0,1.0,4.61,1.0,1.0,Private room in home
2957,Private room,1114.0,0.0,100.0,1.0,4.65,1.0,1.0,Private room in rental unit
2958,Private room,550.0,1.0,92.0,1.0,4.68,1.0,0.0,Private room in rental unit
2960,Private room,1586.0,0.0,99.0,1.0,4.84,1.0,0.0,Private room in guest suite
2962,Private room,500.0,1.0,100.0,1.0,4.95,1.0,0.0,Private room in guest suite
2963,Private room,827.0,1.0,95.0,1.0,4.88,1.0,0.0,Private room in home
2965,Private room,1114.0,0.0,99.0,3.5,4.8,0.0,0.0,Private room in home
2969,Private room,1011.0,0.0,99.0,1.0,1.0,1.0,1.0,Private room in rental unit
2972,Private room,1321.0,0.0,99.0,1.0,4.88,1.0,1.0,Private room in guest suite
2974,Private room,400.0,0.0,0.0,1.0,4.0,1.0,0.0,Private room in rental unit
2976,Private room,330.0,0.0,88.0,1.0,4.46,1.0,0.0,Private room in rental unit
2977,Private room,330.0,0.0,100.0,2.0,4.6,1.0,0.0,Private room in condo
2978,Private room,2929.0,0.0,100.0,2.0,4.85,1.0,0.0,Private room in bed and breakfast
2979,Private room,1299.0,0.0,99.0,1.0,4.76,1.0,1.0,Private room in serviced apartment
2981,Private room,564.0,0.0,100.0,1.0,4.82,1.0,1.0,Private room in rental unit
2986,Private room,550.0,1.0,100.0,1.0,4.89,1.0,1.0,Private room in rental unit
2987,Private room,1862.0,0.0,99.0,1.0,4.71,1.0,1.0,Private room in loft
2988,Private room,1003.0,0.0,99.0,1.0,4.89,1.0,1.0,Private room in loft
2989,Private room,1114.0,0.0,99.0,1.0,4.8,0.0,0.0,Private room in rental unit
2991,Private room,300.0,0.0,99.0,2.0,3.96,1.0,0.0,Private room in rental unit
2994,Private room,593.0,0.0,100.0,2.0,4.81,1.0,1.0,Private room in condo
2995,Private room,440.0,1.0,97.0,1.0,4.95,1.0,0.0,Private room in condo
2996,Private room,250.0,0.0,0.0,1.5,4.84,1.0,0.0,Private room in home
2997,Private room,450.0,0.0,0.0,1.0,4.74,1.0,0.0,Private room in rental unit
3000,Private room,380.0,0.0,100.0,1.5,4.8,1.0,0.0,Private room in home
3001,Private room,1114.0,0.0,100.0,1.5,4.6,0.0,0.0,Private room in rental unit
3003,Private room,400.0,1.0,93.0,1.0,4.74,1.0,0.0,Private room in rental unit
3011,Private room,270.0,1.0,87.0,1.5,4.83,1.0,0.0,Private room in casa particular
3012,Private room,280.0,1.0,87.0,1.0,4.5,1.0,0.0,Private room in casa particular
3014,Private room,280.0,1.0,87.0,1.0,4.0,1.0,0.0,Private room in casa particular
3015,Private room,270.0,1.0,87.0,1.0,4.67,1.0,0.0,Private room in casa particular
3018,Private room,1386.0,0.0,99.0,1.0,4.89,1.0,1.0,Private room in guest suite
3019,Private room,514.0,1.0,100.0,1.5,4.87,1.0,1.0,Private room in home
3025,Private room,500.0,1.0,97.0,1.0,4.54,1.0,0.0,Private room in home
3026,Private room,250.0,1.0,100.0,1.0,4.97,1.0,1.0,Private room in rental unit
3027,Private room,1114.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in home
3028,Private room,1114.0,0.0,100.0,1.0,5.0,1.0,0.0,Private room in rental unit
3029,Private room,685.0,1.0,100.0,1.0,4.98,1.0,0.0,Private room in home
3031,Private room,1114.0,0.0,99.0,1.0,4.94,0.0,0.0,Private room in home
3032,Private room,1114.0,0.0,99.0,1.0,4.85,0.0,0.0,Private room in condo
3033,Private room,506.0,0.0,99.0,1.0,5.0,1.0,0.0,Private room in guest suite
3035,Private room,1114.0,0.0,76.0,1.0,4.75,1.0,0.0,Room in boutique hotel
